Country,Year,Total,Predicted Emissions
Afghanistan,1898,386.878096,399.3993
Afghanistan,1899,414.552288,414.55017
Afghanistan,1900,419.740512,416.05612
Afghanistan,1901,410.701424,410.70447
Afghanistan,1902,426.639824,426.64444
Afghanistan,1903,429.985056,429.96158
Afghanistan,1904,431.992928,426.21417
Afghanistan,1905,437.672128,437.6718
Afghanistan,1906,453.350384,453.3618
Afghanistan,1907,473.568336,473.57074
Afghanistan,1908,461.964448,461.96198
Afghanistan,1909,466.086448,460.77945
Afghanistan,1910,469.732128,469.73236
Afghanistan,1911,481.350672,481.3433
Afghanistan,1912,455.885872,455.8886
Afghanistan,1913,498.32232,502.41385
Afghanistan,1914,483.182672,483.18146
Afghanistan,1915,489.481088,489.4837
Afghanistan,1916,507.071952,507.0732
Afghanistan,1917,501.169248,501.16785
Afghanistan,1918,466.84856,466.84128
Afghanistan,1919,456.13136,473.5233
Afghanistan,1920,470.75072,470.7491
Afghanistan,1921,319.804912,407.60287
Afghanistan,1922,428.222672,446.79822
Afghanistan,1923,454.892928,454.89386
Afghanistan,1924,475.982912,475.98236
Afghanistan,1925,449.657072,449.65982
Afghanistan,1926,246.371024,246.3741
Afghanistan,1927,466.734976,466.73923
Afghanistan,1928,437.639702,437.6315
Afghanistan,1929,460.673784,455.09604
Afghanistan,1930,441.073652,441.07788
Afghanistan,1931,412.212451,412.21085
Afghanistan,1932,395.899711,414.0215
Afghanistan,1933,392.154509,414.0215
Afghanistan,1934,423.20364,423.20425
Afghanistan,1935,429.106888,429.09845
Afghanistan,1936,453.795969,451.07117
Afghanistan,1937,468.130764,468.12735
Afghanistan,1938,448.939989,448.93808
Afghanistan,1939,452.456368,452.4497
Afghanistan,1940,475.143856,475.14877
Afghanistan,1941,469.651502,469.65094
Afghanistan,1942,468.899907,468.89764
Afghanistan,1943,454.820343,454.82227
Afghanistan,1944,442.024559,428.53955
Afghanistan,1945,417.624399,417.621
Afghanistan,1946,436.12822,436.14285
Afghanistan,1947,461.269014,461.26398
Afghanistan,1948,475.563216,475.57373
Afghanistan,1949,485.108718,485.09985
Afghanistan,1950,500.792103,500.79437
Afghanistan,1951,545.252811,545.2492
Afghanistan,1952,528.706108,528.7185
Afghanistan,1953,540.21074,540.206
Afghanistan,1954,553.009696,553.00885
Afghanistan,1955,576.951647,561.1545
Afghanistan,1956,574.323549,574.32336
Afghanistan,1957,570.714144,570.72656
Afghanistan,1958,556.315842,564.29517
Afghanistan,1959,546.606132,546.60474
Afghanistan,1960,584.020018,584.01166
Afghanistan,1961,588.614801,599.20496
Afghanistan,1962,592.931499,592.9392
Afghanistan,1963,603.385663,576.7328
Afghanistan,1964,607.865989,587.9449
Afghanistan,1965,622.111621,622.1107
Afghanistan,1966,618.074666,618.06995
Afghanistan,1967,592.057027,592.065
Afghanistan,1968,606.488304,606.483
Afghanistan,1969,628.382547,628.38403
Afghanistan,1970,652.577395,652.57935
Afghanistan,1971,660.388217,660.38495
Afghanistan,1972,648.026312,648.02563
Afghanistan,1973,659.577095,659.5756
Afghanistan,1974,617.183621,617.18494
Afghanistan,1975,603.247048,599.7346
Afghanistan,1976,598.525992,598.5322
Afghanistan,1977,604.361731,604.363
Afghanistan,1978,604.713507,604.7096
Afghanistan,1979,644.512763,644.5121
Afghanistan,1980,579.035415,579.03253
Afghanistan,1981,560.554477,554.1707
Afghanistan,1982,548.240368,548.2521
Afghanistan,1983,545.485136,545.4844
Afghanistan,1984,529.108173,529.1089
Afghanistan,1985,559.627325,559.628
Afghanistan,1986,568.553975,568.5466
Afghanistan,1987,571.667598,571.6687
Afghanistan,1988,570.293732,570.2952
Afghanistan,1989,581.5761,567.8797
Afghanistan,1990,601.945078,601.946
Afghanistan,1991,609.412673,609.413
Afghanistan,1992,593.845922,593.8432
Afghanistan,1993,579.612537,579.6137
Afghanistan,1994,574.01689,574.0109
Afghanistan,1995,566.158959,566.1599
Afghanistan,1996,586.760676,565.3369
Afghanistan,1997,562.708106,562.707
Afghanistan,1998,568.543698,568.543
Afghanistan,1999,561.649574,561.6499
Afghanistan,2000,569.033716,569.03424
Afghanistan,2001,577.970573,577.971
Afghanistan,2002,560.2732,560.2744
Afghanistan,2003,571.618782,571.61847
Afghanistan,2004,573.429762,573.4259
Afghanistan,2005,570.33837,570.3392
Afghanistan,2006,567.845659,579.59546
Afghanistan,2007,559.566476,568.1079
Afghanistan,2008,544.932405,556.0938
Afghanistan,2009,494.107701,494.1122
Afghanistan,2010,511.904582,511.90137
Afghanistan,2011,469.713315,469.7151
Afghanistan,2012,487.476776,487.4755
Afghanistan,2013,477.611268,477.61075
Afghanistan,2014,438.807081,450.1498
Afghanistan,2015,422.460794,450.34744
Afghanistan,2016,399.430131,399.42804
Afghanistan,2017,387.367141,399.32404
Afghanistan,2018,379.729755,379.72833
Afghanistan,2019,364.753306,234.71182
Afghanistan,2020,326.263199,237.37436
Afghanistan,2021,346.773181,244.12758
